,course_name,course_link,course_instr,course_rating,coures_reviews,course_totalHourse,course_lectures,course_level,price,price_dis,course_enrollmenters
2556,Research Methodology and Problem Definition Skills,https://www.udemy.com/course/drgsjaved-research-methodology-skills/,Dr G S Javed,2.7,2,1.5,12,All Levels,0.0,0.0,0
2557,Learn Manpower Planning Tool Creation in Excel Advanced,https://www.udemy.com/course/learn-manpower-planning-tool-creation-in-excel-advanced-course/,Pradeep Kumar,3.9,2,31.0,8,Beginner,19.99,11.99,0
2558,Data Handling and Graphs for Beginners,https://www.udemy.com/course/statistics-probability-data-handling/,Extreme Learners,4.8,2,3.0,17,Beginner,0.0,39.99,0
2559,Calculus of Variations 2,https://www.udemy.com/course/calculus-of-variations-2/,Ross McGowan,5.0,2,6.5,31,Expert,59.99,11.99,0
2560,Learning Diabolo with Britney--Pre-expert,https://www.udemy.com/course/learning-diabolo-with-britney-pre-expert/,Britney Cheng,5.0,2,30.0,6,Expert,94.99,11.99,0
2561,Master Chinese by Starting with Pinyin -- Sukie Chinese,https://www.udemy.com/course/master-chinese-by-starting-with-pinyin-sukie-chinese/,Sukie Chinese,5.0,2,1.5,10,Beginner,19.99,11.99,0
2562,Biostatistics/Clinical Research: University Level Course,https://www.udemy.com/course/introduction-to-biostatistics-e/,AD Chauhdry (AD Maths Plus Academy),3.7,2,6.0,31,Intermediate,84.99,11.99,0
2563,Complete A-Level Maths: Mechanics in 5 Lectures,https://www.udemy.com/course/complete-a-level-applied-maths-mechanics/,Westbound Maths,4.6,2,4.5,6,All Levels,24.99,11.99,0
2564,Boiler Controls : 2,https://www.udemy.com/course/boiler-controls-2/,Mohammed Arfaq Ahmed,2.6,2,3.0,15,Intermediate,29.99,11.99,0
2565,Earthing Design Calculation for 380/132/11kV  Substation,https://www.udemy.com/course/earthing-design-calculation-for-38013211kv-substation/,Muhammad Kashif,3.5,2,3.0,21,All Levels,54.99,11.99,0
2566,Statistics for IBDP and AP Students: Mini Course 5,https://www.udemy.com/course/statistics-for-math-anxious-students-mini-course-5/,Laura Roberts,5.0,2,3.5,15,Intermediate,29.99,11.99,0
2567,Introduction To Haitian Creole,https://www.udemy.com/course/introduction-to-haitian-creole/,"Jean Marc Stuppard, Emmanuel Darius",5.0,2,4.5,48,Beginner,29.99,11.99,0
2568,Abaqus CAE : Learn civil and geotechnical Analysis (Level 1),https://www.udemy.com/course/abaqus-cae-learn-civil-and-geotechnical-analysis-level-1/,Saeed Moeini and El Mustapha Jaouhar,4.2,2,3.5,10,Beginner,39.99,11.99,0
2569,Master the GK ELS Subtest,https://www.udemy.com/course/master-the-gk-els-subtest/,Elaine Chandler,3.0,2,2.5,19,All Levels,39.99,11.99,0
2570,A Guide to AP Calculus BC,https://www.udemy.com/course/a-guide-to-ap-calculus-bc/,Rohit Narayanan,3.6,2,4.0,42,All Levels,24.99,11.99,0
2571,IFRS 15 REVENUE FROM CONTRACTS WITH CUSTOMERS,https://www.udemy.com/course/ifrs-15-revenue-from-contracts-with-customers/,Rajeev Joshi,2.7,2,2.5,27,All Levels,19.99,11.99,0
2572,Intuitist French Level One (Part 1),https://www.udemy.com/course/intuitist-french-level-one/,Conor Cullen,5.0,2,4.0,35,Beginner,24.99,11.99,0
2573,Statistics for IBDP and AP Students: Mini Course 5,https://www.udemy.com/course/statistics-for-math-anxious-students-mini-course-5/,Laura Roberts,5.0,2,3.5,15,Intermediate,29.99,11.99,0
2574,Master the GK ELS Subtest,https://www.udemy.com/course/master-the-gk-els-subtest/,Elaine Chandler,3.0,2,2.5,19,All Levels,39.99,11.99,0
2575,Abaqus CAE : Learn civil and geotechnical Analysis (Level 1),https://www.udemy.com/course/abaqus-cae-learn-civil-and-geotechnical-analysis-level-1/,Saeed Moeini and El Mustapha Jaouhar,4.2,2,3.5,10,Beginner,39.99,11.99,0
2576,Introduction To Haitian Creole,https://www.udemy.com/course/introduction-to-haitian-creole/,"Jean Marc Stuppard, Emmanuel Darius",5.0,2,4.5,48,Beginner,29.99,11.99,0
2577,Conduct a One-Way MANOVA Using SPSS,https://www.udemy.com/course/conduct-a-one-way-manova-using-spss/,Amanda Rockinson-Szapkiw,3.8,2,1.5,12,All Levels,39.99,11.99,0
2578,Boiler Controls : 2,https://www.udemy.com/course/boiler-controls-2/,Mohammed Arfaq Ahmed,2.6,2,3.0,15,Intermediate,29.99,11.99,0
2579,Cognitive Radio Networks,https://www.udemy.com/course/cognitive-radio-networks/,Dr. Shaveta Thakral,5.0,2,5.5,9,Beginner,19.99,11.99,0
2580,Leapfrog Geo : Geological Modelling Basics,https://www.udemy.com/course/leapfrog-geo/,Mining Geologist,4.3,2,2.0,22,All Levels,129.99,11.99,0
2581,"ASL | Colors, Nouns, Dialogues | American Sign Language",https://www.udemy.com/course/asl-colors-nouns/,Able Lingo,5.0,2,4.0,72,Beginner,19.99,11.99,0
2582,Complete A-Level Maths: Mechanics in 5 Lectures,https://www.udemy.com/course/complete-a-level-applied-maths-mechanics/,Westbound Maths,4.6,2,4.5,6,All Levels,24.99,11.99,0
2583,Calculus - Limits of Functions,https://www.udemy.com/course/calculus-beginners-limits-of-functions/,Dániel Csíkos,4.7,2,2.0,35,All Levels,0.0,39.99,0
2584,Writing a Bestseller Series,https://www.udemy.com/course/writing-a-bestseller-series/,Paul Hollis,3.6,2,1.0,6,Beginner,49.99,11.99,0
2585,Using Innovative Strategies to Engage Learning,https://www.udemy.com/course/using-innovative-strategies-to-engage-learning/,Dr. Dheeraj Mehrotra,3.9,2,1.0,11,All Levels,19.99,11.99,0
2586,1 Hour of Arabic with Sherif:  Learn Alphabet and Vocabulary,https://www.udemy.com/course/arabic-with-sherif/,Sherif Alseragy,4.1,2,1.0,9,All Levels,19.99,11.99,0
2587,Learn Digital Storytelling,https://www.udemy.com/course/learn-digital-storytelling/,Dr. Dheeraj Mehrotra,3.2,2,1.0,10,All Levels,19.99,11.99,0
2588,The Complete Course for the AP Physics 1 Exam,https://www.udemy.com/course/master-ap-physics-1-exam/,Philip Baldock,4.5,2,3.5,45,Beginner,29.99,11.99,0
2589,Introduction to Journaling,https://www.udemy.com/course/journaling-g/,Andrea Dasilva,4.3,2,32.0,8,All Levels,29.99,11.99,0
2590,The Church Growth Workshop,https://www.udemy.com/course/church-growth/,Eric Bryant,3.8,2,2.0,26,All Levels,129.99,11.99,0
2591,Kickoff Your Cuban Slang Learning,https://www.udemy.com/course/kickoff-your-cuban-slang-learning/,Nibaldo Calvo Buides,5.0,2,41.0,27,Intermediate,19.99,11.99,0
2592,Gmat - Verbal Section 310 Practice Questions,https://www.udemy.com/course/gmat-verbal-section-310-practice-questions/,OMER YILDIRIM,5.0,2,16.0,303,All Levels,79.99,11.99,0
2593,English Grammar Basics,https://www.udemy.com/course/english-grammar-basics-h/,Anne Damiecka,5.0,2,3.5,82,Beginner,99.99,11.99,0
2594,The Italian course for English speakers.,https://www.udemy.com/course/italian-language-course-for-english-speakers/,"Novacom video courses, Michel Cioffi",3.1,2,6.5,31,Beginner,49.99,11.99,0
2595,Thai Language Read & Write: Level 1 Part 1,https://www.udemy.com/course/thai-language-read-write-level-1-part-1/,Kitiya Hongthai,4.4,2,2.0,44,Beginner,19.99,11.99,0
2596,Chinese Fable Stories Vol 2-HSK 4-HSK 6 Intermediate Reading,https://www.udemy.com/course/fables-stories-v2-intermediate-chinese-reading-for-hsk-4-6/,David Yao,3.5,2,1.5,30,Intermediate,39.99,11.99,0
2597,A to Z Design of Solar Water Heating System,https://www.udemy.com/course/a-to-z-design-of-solar-water-heating-system/,Kiran Ramkrishna Beldar,3.4,2,2.5,25,Beginner,49.99,11.99,0
2598,IELTS LISTENING - Practice listening techniques and predict,https://www.udemy.com/course/ielts-listening-practice-listening-techniques-and-predict/,Dina Panayi - IELTS Elephant,4.3,2,38.0,8,All Levels,24.99,11.99,0
2599,Como conseguir el  B1 (PET) – Intermedio | Cambridge English,https://www.udemy.com/course/how-to-prepare-for-the-b1-preliminary-pet/,Mary Correia,4.6,2,7.5,8,Intermediate,19.99,11.99,0
2600,Organisational Behaviour,https://www.udemy.com/course/organisational-behavior/,Riya Kushwaha,4.0,2,1.0,5,All Levels,19.99,11.99,0
2601,Quantitative data analysis fundamentals,https://www.udemy.com/course/quantitative-data-analysis-fundamentals/,Dr. Sayem Hossain,2.5,2,1.5,21,Beginner,34.99,11.99,0
2602,Learn kinematics,https://www.udemy.com/course/learn-kinematics-linear-rotational/,Oommen George,5.0,2,12.0,22,Intermediate,19.99,11.99,0
2603,Integrated Chinese Volume 3 / L2P1 - Teacher Explanation,https://www.udemy.com/course/integrated-chinese-volume-3-l2p1-teacher-explanation/,John Wang,4.8,2,5.0,21,Intermediate,69.99,11.99,0
2604,ChildWise Child Development Associate Credential Module 5,https://www.udemy.com/course/childwise-cda-module-5/,Jing Zhao Cesarone,4.9,2,2.0,6,All Levels,0.0,199.99,0
2605,Norwegian Language Course B2 Part1,https://www.udemy.com/course/norwegian-language-course-b2-part1/,Henning Gustavsen,4.0,2,2.5,74,Intermediate,29.99,11.99,0
2606,Design  Calculation for  Steel  and Concrete Tanks,https://www.udemy.com/course/design-calculation-for-steel-and-concrete-tanks/,Mohamed Elreedy,3.8,2,2.5,8,Beginner,0.0,59.99,0
2607,CMOS Digital Integrated Circuit Design,https://www.udemy.com/course/cmos-digital-integrated-circuit-design/,Ross McGowan,4.2,2,9.5,44,Beginner,29.99,11.99,0
2608,Introduction to Polling,https://www.udemy.com/course/introduction-to-polling/,John Johnson,4.5,2,37.0,8,Beginner,19.99,11.99,0
2609,Statistics for IBDP and AP Students: Mini-Course 3,https://www.udemy.com/course/statistics-for-math-anxious-students-mini-course-3/,Laura Roberts,5.0,2,3.5,14,Intermediate,29.99,11.99,0
2610,Drawing and watercolor techniques for beginners,https://www.udemy.com/course/drawing-and-watercolor-techniques-for-beginners/,Sumita Mukherjee,3.4,2,1.5,23,Beginner,19.99,11.99,0
2611,ALEKS: Pre Algebra - Video Explanations by Topic,https://www.udemy.com/course/aleks-pre-algebra-video-explanations-by-topic/,Huzefa Kapadia,5.0,2,20.5,550,All Levels,0.0,19.99,0
2612,How to Teach Smart?,https://www.udemy.com/course/how-to-teach-smart/,Dr. Dheeraj Mehrotra,4.0,2,44.0,13,All Levels,19.99,11.99,0
2613,EU Institutions & Law Passing Process,https://www.udemy.com/course/eu-institutions-law-passing-process/,Jean-Yves Lapeyrere,4.0,2,2.5,29,All Levels,0.0,49.99,0
2614,Biconical Antennas - Design - Simulation - Optimization,https://www.udemy.com/course/biconical-antennas-design-simulation-optimization/,L&S Akademy,3.5,2,5.5,27,All Levels,39.99,11.99,0
2615,"Business Studies Management Concepts-Class XII,BBA , MBA",https://www.udemy.com/course/business-studies-class-xii-bba-mba/,Mrs.Divyanshu .,2.3,2,2.0,5,All Levels,19.99,11.99,0
2616,Nuclear Power Plants - STEM Essentials,https://www.udemy.com/course/nuclear-power-plants-essentials/,Daniel Barrett,4.4,2,1.0,9,Beginner,24.99,11.99,0
2617,Master Shear Force Diagram & Bending Moment Diagram,https://www.udemy.com/course/master-shear-force-diagram-bending-moment-diagram/,Ruchin Tejawat,3.8,2,3.0,9,All Levels,44.99,11.99,0
2618,Laplace Transforms Bootcamp,https://www.udemy.com/course/laplace-transforms-bootcamp/,Ross McGowan,4.0,2,4.0,40,Intermediate,29.99,11.99,0
2619,Learn kinematics,https://www.udemy.com/course/learn-kinematics-linear-rotational/,Oommen George,5.0,2,12.0,22,Intermediate,0.0,0.0,0
2620,Quantitative data analysis fundamentals,https://www.udemy.com/course/quantitative-data-analysis-fundamentals/,Dr. Sayem Hossain,2.5,2,1.5,21,Beginner,0.0,0.0,0
2621,Learn Daily Spanish and Latin American Idioms with Examples,https://www.udemy.com/course/learn-daily-spanish-and-latin-american-idioms-with-examples/,Español a tu Ritmo,4.3,2,4.0,63,Intermediate,0.0,0.0,0
2622,CMOS Digital Integrated Circuit Design,https://www.udemy.com/course/cmos-digital-integrated-circuit-design/,Ross McGowan,4.2,2,9.5,44,Beginner,0.0,0.0,0
2623,Norwegian Language Course B2 Part1,https://www.udemy.com/course/norwegian-language-course-b2-part1/,Henning Gustavsen,4.0,2,2.5,74,Intermediate,0.0,0.0,0
2624,Trigonometry: Inside the Classroom,https://www.udemy.com/course/trigonometry-inside-the-classroom/,Brian McLogan,5.0,2,6.5,8,All Levels,0.0,0.0,0
2625,Master Shear Force Diagram & Bending Moment Diagram,https://www.udemy.com/course/master-shear-force-diagram-bending-moment-diagram/,Ruchin Tejawat,3.8,2,3.0,9,All Levels,0.0,0.0,0
2626,"Physical Demonstrations of Calculus III, 3D Math Concepts",https://www.udemy.com/course/physical3dmath/,A O,4.0,2,2.0,28,Beginner,0.0,0.0,0
2627,EU Institutions & Law Passing Process,https://www.udemy.com/course/eu-institutions-law-passing-process/,Jean-Yves Lapeyrere,4.0,2,2.5,29,All Levels,0.0,0.0,0
2628,ICSE Computer Application Concepts+Last Year Paper Solution,https://www.udemy.com/course/icse-computer-application/,Abhay Balkrishna More,5.0,2,9.0,54,Beginner,0.0,0.0,0
2629,Cambodian Survival Phrases For Beginners: Speak like native,https://www.udemy.com/course/cambodian-survival-phrases-for-beginners-speak-like-native/,Dara Hok,4.0,2,3.5,23,Beginner,0.0,0.0,0
2630,English Grammar and Conversation Skills,https://www.udemy.com/course/english-grammar-and-speaking-skills/,Graspar dotcom,4.3,2,4.0,44,Beginner,0.0,0.0,0
2631,Physics - Rotational Motion 3 - Energy and Momentum - AP,https://www.udemy.com/course/physics-rotational-energy-and-momentum/,Corey Mousseau,4.7,2,2.5,22,All Levels,0.0,0.0,0
2632,Introduction to Polling,https://www.udemy.com/course/introduction-to-polling/,John Johnson,4.5,2,37.0,8,Beginner,0.0,0.0,0
2633,Design  Calculation for  Steel  and Concrete Tanks,https://www.udemy.com/course/design-calculation-for-steel-and-concrete-tanks/,Mohamed Elreedy,3.8,2,2.5,8,Beginner,0.0,0.0,0
2634,Statistics for IBDP and AP Students: Mini-Course 3,https://www.udemy.com/course/statistics-for-math-anxious-students-mini-course-3/,Laura Roberts,5.0,2,3.5,14,Intermediate,0.0,0.0,0
2635,Abaqus Fundamentals Course,https://www.udemy.com/course/abaqus-course/,Laureano Boira,5.0,2,3.5,8,All Levels,129.99,11.99,0
2636,Trigonometry: Inside the Classroom,https://www.udemy.com/course/trigonometry-inside-the-classroom/,Brian McLogan,5.0,2,6.5,8,All Levels,29.99,11.99,0
2637,ICSE Computer Application Concepts+Last Year Paper Solution,https://www.udemy.com/course/icse-computer-application/,Abhay Balkrishna More,5.0,2,9.0,54,Beginner,19.99,11.99,0
2638,Learn Daily Spanish and Latin American Idioms with Examples,https://www.udemy.com/course/learn-daily-spanish-and-latin-american-idioms-with-examples/,Español a tu Ritmo,4.3,2,4.0,63,Intermediate,19.99,11.99,0
2639,Human Physiology & Anatomy for the Biology Olympiad,https://www.udemy.com/course/human-physiology-anatomy-for-the-biology-olympiad/,Martyna Petrulyte,3.6,2,19.5,102,Intermediate,0.0,49.99,0
2640,Japanese Learning for Technical Interns in Agriculture,https://www.udemy.com/course/japanese-learning-for-training-in-agriculture/,Attain Corp.,3.3,2,3.5,12,Beginner,79.99,11.99,0
2641,UV Visible Spectroscopy-Principles and Instrumentation,https://www.udemy.com/course/detailed-explanation-about-uv-visible-spectroscopy/,Lakshmi Aswini,4.7,2,2.0,21,Beginner,19.99,11.99,0
2642,Chemical Kinetics,https://www.udemy.com/course/chemical-kinetics/,Leadib Academy,2.6,2,2.0,17,All Levels,129.99,11.99,0
2643,Ten Great English Novels,https://www.udemy.com/course/ten-great-english-novels/,Paul Rogers,4.6,2,3.5,22,Intermediate,19.99,11.99,0
2644,Easy Car Buyers Guide (2019 Edition),https://www.udemy.com/course/easy-car-buyers-guide-2019-edition/,Gabor Kovacs,4.6,2,1.5,28,Beginner,19.99,11.99,0
2645,High School Placement Test Math portion. Are you ready yet?,https://www.udemy.com/course/high-school-placement-test-math-portion-are-you-ready-yet/,Harold Saavedra,4.0,2,11.0,49,All Levels,129.99,11.99,0
2646,Dr. K's Basics of Nuclear Chemistry,https://www.udemy.com/course/dr-ks-basics-of-nuclear-chemistry/,Gregory Kowalczyk,5.0,2,6.0,17,Intermediate,44.99,11.99,0
2647,Nanotechnology: A Beginners Guide,https://www.udemy.com/course/nanotechnology-a-beginners-guide/,Kashif Sohail,5.0,2,1.0,15,All Levels,19.99,11.99,0
2648,Introduction to Russian Language,https://www.udemy.com/course/introduction-to-russian-language/,Road Centre,5.0,2,39.0,8,Beginner,19.99,11.99,0
2649,Ace Tort Law: How to Answer Questions Effectively,https://www.udemy.com/course/ace-tort-law/,Shaveen Bandaranayake,4.5,2,1.5,11,All Levels,24.99,11.99,0
2650,Modern Manufacturing,https://www.udemy.com/course/modern-manufacturing/,Mystica A,4.6,2,5.0,61,All Levels,59.99,11.99,0
2651,Cure for Neurophobia includes the rule of 4 of the brainstem,https://www.udemy.com/course/a-cure-for-neurophobia/,Peter Gates,4.8,2,1.5,5,All Levels,99.99,11.99,0
2652,Rococo Architecture,https://www.udemy.com/course/rococo-architecture/,Federico von Borstel,4.5,2,1.0,10,All Levels,129.99,11.99,0
2653,The Fundamentals of Effective Teaching,https://www.udemy.com/course/the-fundamentals-of-teaching/,Karl Millsom,4.7,2,1.0,8,Beginner,19.99,11.99,0
2654,Dialectic Behaviour Therapy (DBT),https://www.udemy.com/course/dialectic-behaviour-therapy-dbt/,Dr. Conor Hogan Ph.D.,3.0,2,2.0,5,Beginner,34.99,11.99,0
2655,Linear Functions - Why they Matter!,https://www.udemy.com/course/linear-functions-why-they-matter/,Aaron Williams,5.0,2,1.0,20,Beginner,19.99,11.99,0
2656,"Diabetes, Thyroid and Endocrinology",https://www.udemy.com/course/diabetes-thyroid-and-endocrinology/,Ss B,2.9,2,2.0,8,Beginner,129.99,11.99,0
2657,132kV Line Protection Panel Schematics Drawings,https://www.udemy.com/course/132kv-line-protection-panel-schematics-drawings/,Muhammad Kashif,3.3,2,1.5,21,All Levels,59.99,11.99,0
2658,Fundamentals of Dynamics for Engineering Students,https://www.udemy.com/course/mechanics_dynamics/,Foster Lubbe,5.0,2,2.5,22,Beginner,29.99,11.99,0
2659,Computational Fluid Dynamics (CFD) for Professionals,https://www.udemy.com/course/cfd-for-professionals/,Dr Aidan Wimshurst,5.0,2,4.5,17,Intermediate,29.99,11.99,0
2660,ASL | Second 120 Basic Signs | American Sign Language,https://www.udemy.com/course/asl-second-120-signs/,Able Lingo,5.0,2,6.5,181,Beginner,19.99,11.99,0
2661,Electrical industrial engineering,https://www.udemy.com/course/electrical-industrial-engineering/,Mutombo Elise,5.0,2,2.0,22,All Levels,19.99,11.99,0
2662,A Master Course on Basic Concept in Electrical Engineering,https://www.udemy.com/course/a-master-course-on-basic-concept-in-electrical-engineering/,LEARN AND GROW,3.8,2,3.0,22,Beginner,74.99,11.99,0
2663,Grade 7 Math / Math 7 / Mathematics7(Math/Mathematics Seven),https://www.udemy.com/course/grade-7-math/,Asif Hasan,4.5,2,6.5,52,All Levels,19.99,11.99,0
2664,Begin Your Acting Career like a Boss,https://www.udemy.com/course/mine-your-acting-business/,Addison Witt,5.0,2,1.0,9,All Levels,39.99,11.99,0
2665,Mastering Questions in English,https://www.udemy.com/course/mastering-questions-in-english/,Jeanie Lundbom,4.8,2,1.0,6,All Levels,19.99,11.99,0
2666,Udemy Course Creation in Hours - Unofficial,https://www.udemy.com/course/unofficial-udemy-course-creation-in-hourse/,Michael King,4.6,2,1.0,14,All Levels,19.99,11.99,0
2667,"Biotechnology, Biology: Principles of Inheritance",https://www.udemy.com/course/biotechnology-biology-principles-of-inheritance/,Monica Sharma,3.5,2,3.5,13,All Levels,0.0,29.99,0
2668,Complete Probability  - Introduction to Advanced Maths,https://www.udemy.com/course/complete-probability-an-easy-way-to-learn-maths/,"iTeachers - David, Stephanie & Glenda",4.6,2,34.0,21,All Levels,19.99,11.99,0
2669,Discrete Mathematics: Logic Essentials,https://www.udemy.com/course/discrete-mathematics-introduction-to-logic/,Amin Ali,5.0,2,31.0,12,Beginner,29.99,11.99,0
2670,"Pythagoras Theorem - 2D and 3D, includes exam questions",https://www.udemy.com/course/pythagoras-for-beginners/,Patrick Morrow,5.0,2,1.0,27,Beginner,19.99,11.99,0
2671,Learn to Tutor Beginner Spanish Speaking Skills,https://www.udemy.com/course/learn-to-tutor-beginner-spanish-speaking-skills/,Keith D. Hamilton,4.2,2,1.0,20,Beginner,129.99,11.99,0
2672,Pure Mathematics for Beginners - Lesson 3 - Abstract Algebra,https://www.udemy.com/course/pure-mathematics-for-beginners-lesson-3-abstract-algebra/,Steve Warner,3.5,2,1.0,5,Beginner,19.99,11.99,0
2673,Painting Pictures In Your Imagination-Creative German Course,https://www.udemy.com/course/painting-pictures-in-your-imagination-creative-german-course/,Corinna Lenz,3.9,2,41.0,7,Intermediate,99.99,11.99,0
2674,Gospel of Mark: Experience God's Life Changing Word Today!,https://www.udemy.com/course/gospel-of-mark-16-life-lessons/,Boomy Tokan,5.0,2,2.0,17,Beginner,59.99,11.99,0
2675,Rococo Architecture,https://www.udemy.com/course/rococo-architecture/,Federico von Borstel,4.5,2,1.0,10,All Levels,129.99,11.99,0
2676,Begin Your Acting Career like a Boss,https://www.udemy.com/course/mine-your-acting-business/,Addison Witt,5.0,2,1.0,9,All Levels,39.99,11.99,0
2677,Chinese Characters You Must Know for HSK 6 Volume 35,https://www.udemy.com/course/chinese-characters-you-must-know-for-hsk-5-volume-35/,David Yao,5.0,1,1.5,11,Expert,129.99,11.99,0
2678,Henri Rousseau and Symbolist Art,https://www.udemy.com/course/henri-rousseau-and-symbolist-art/,Federico von Borstel,2.5,1,1.5,17,All Levels,129.99,11.99,0
2679,"Introduction and Comparing of HSK with IB, IGCSE Chinese etc",https://www.udemy.com/course/introduction-and-comparing-of-hsk-with-ib-igcse-chinese-etc/,David Yao,3.0,1,37.0,6,All Levels,29.99,11.99,0
2680,Best online teaching tools for teachers,https://www.udemy.com/course/best-online-teaching-tools-for-teacher/,Leo anto richard,5.0,1,1.0,10,Beginner,19.99,11.99,0
2681,ベトナム語の単語のコース3,https://www.udemy.com/course/vietnamese-vocabulary-3-japan/,Vietnamese Language Center,4.0,1,1.0,11,Beginner,19.99,11.99,0
2682,Basic Nepali Language for Beginners Course 2,https://www.udemy.com/course/basic-nepali-language-for-beginners-course-2/,Roshani (Sanee),5.0,1,2.0,20,Beginner,29.99,11.99,0
2683,Astronomy : The Mysterious Moon,https://www.udemy.com/course/the-mysterious-moon/,Astron SHK Trust,3.0,1,30.0,8,Beginner,24.99,11.99,0
2684,Comprehensive Interactive Russian Course for everyone,https://www.udemy.com/course/comprehensive-interactive-russian-course-for-everyone/,Nazim Turdiev,4.5,1,4.0,67,Beginner,99.99,11.99,0
2685,Pure Mathematics for Beginners - Lesson 5 - Real Analysis,https://www.udemy.com/course/pure-mathematics-for-beginners-lesson-5-real-analysis/,Steve Warner,4.0,1,1.0,5,Beginner,19.99,11.99,0
2686,How to Survive Nursing School,https://www.udemy.com/course/how-to-survive-nursing-school/,Joy Fioda,2.0,1,39.0,8,Intermediate,24.99,11.99,0
2687,Let's Master British Slang & Colloquialisms,https://www.udemy.com/course/lets-master-british-slang-colloquialisms/,Jade Ball,4.5,1,31.0,6,All Levels,24.99,11.99,0
2688,How to Write a Top Quality Research Paper,https://www.udemy.com/course/how-to-write-a-top-quality-research-paper/,Aren Lerner,4.0,1,40.0,10,Beginner,19.99,11.99,0
2689,Design basis & Process interface with Piping Discipline,https://www.udemy.com/course/design-basis/,Atul Singla,5.0,1,41.0,5,Intermediate,19.99,11.99,0
2690,Machine Learning in Artificial Intelligence,https://www.udemy.com/course/machine-learning-in-artificial-intelligence/,Dr. Alper Karakus,2.5,1,1.0,34,All Levels,24.99,11.99,0
2691,Chinese Characters You Must Know for HSK 6 Volume 35,https://www.udemy.com/course/chinese-characters-you-must-know-for-hsk-5-volume-35/,David Yao,5.0,1,1.5,11,Expert,129.99,11.99,0
2692,Sell online courses on Skillshare,https://www.udemy.com/course/how-to-create-an-awesome-online-course-u/,Nicolas Forgue,4.5,1,2.5,41,Beginner,49.99,11.99,0
2693,How to be a WOW Teacher?,https://www.udemy.com/course/how-to-be-a-wow-teacher/,Dr. Dheeraj Mehrotra,4.5,1,32.0,9,All Levels,19.99,11.99,0
2694,Henri Rousseau and Symbolist Art,https://www.udemy.com/course/henri-rousseau-and-symbolist-art/,Federico von Borstel,2.5,1,1.5,17,All Levels,129.99,11.99,0
2695,Race Track Setup - High Downforce Race Car,https://www.udemy.com/course/race-track-car-setup/,"Shi Yan, CEng MIMechE",5.0,1,1.5,21,Expert,0.0,49.99,0
2696,Class IX Maths- Linear Equations in two variables,https://www.udemy.com/course/class-ix-maths-linear-equations-in-two-variables/,Neelam Sabharwal,5.0,1,2.5,5,All Levels,19.99,11.99,0
2697,Hybrid Vehicle Technology,https://www.udemy.com/course/hybrid_vehicle_technology/,Nuri̇ Yönet,5.0,1,1.0,5,Intermediate,74.99,11.99,0
2698,German course for English speakers,https://www.udemy.com/course/german-course-for-english-speakers/,Olga Mukhina,3.0,1,1.5,23,All Levels,84.99,11.99,0
2699,Create Interactive Courses in Articulate Storyline 360,https://www.udemy.com/course/create-interactive-courses-in-articulate-storyline-360/,Divine Move Solution,5.0,1,2.5,41,All Levels,129.99,11.99,0
2700,German History Course: German Memory Culture Since 1945,https://www.udemy.com/course/german-memory-culture-since-1945/,Rebecca Pfabel,4.0,1,1.0,13,Intermediate,74.99,11.99,0
2701,ONLINE VERILOG HDL MASTERY,https://www.udemy.com/course/online-verilog-hdl-mastery/,Yasmeen Sultana,3.5,1,1.0,26,Beginner,19.99,11.99,0
2702,Studying 19th Century Novels,https://www.udemy.com/course/studying-19th-century-novels/,Paul Rogers,4.0,1,2.0,11,Intermediate,19.99,11.99,0
2703,"Indices, Surds and Logarithms",https://www.udemy.com/course/indices-surds-and-logarithms/,Cansu Olce,4.5,1,1.5,7,All Levels,29.99,11.99,0
2704,Gender Protection in Emergency Setting,https://www.udemy.com/course/gender-protection-in-emergency-setting/,Anna Rocchi,4.0,1,2.0,11,All Levels,0.0,24.99,0
2705,PTE Speaking Masterclass,https://www.udemy.com/course/pte-speaking-masterclass/,Ravinder Kumar,4.0,1,1.0,9,All Levels,19.99,11.99,0
2706,Intermediate level English grammar,https://www.udemy.com/course/intermediate-level-english-grammar/,Maria Zen,5.0,1,5.5,37,Intermediate,19.99,11.99,0
2707,Chemical Bonding & Structure,https://www.udemy.com/course/chemical-bonding-structure-ib-diploma-hl-sl/,Leadib Academy,5.0,1,2.0,11,All Levels,129.99,11.99,0
2708,Speak Saudi accent in daily life,https://www.udemy.com/course/saudi-accent-in-daily-life/,NOUF SALAH,5.0,1,2.5,28,All Levels,129.99,11.99,0
2709,German Simplified (Beginner),https://www.udemy.com/course/german-simplified-beginner/,Geetika Batra,5.0,1,3.5,48,Beginner,0.0,24.99,0
2710,iGCSE Chemistry/ AP Chemistry 2021: Part 2,https://www.udemy.com/course/igcse-gcse-chemistry-online-course/,"IGCSEprep Team, Andrew Roden-Bow",5.0,1,4.0,20,All Levels,19.99,11.99,0
2711,Romanian language and conversation,https://www.udemy.com/course/romanian-language-conversation/,Laura Mois,3.5,1,1.0,7,Intermediate,19.99,11.99,0
2712,Improve Your Reading Skills 2,https://www.udemy.com/course/phonics-and-poetry-for-adults-part-2/,Marcy Sproull,4.0,1,2.0,38,Beginner,24.99,11.99,0
2713,Algebra Animations: Basic Foundations for Success,https://www.udemy.com/course/algebra-animations-basic-foundations-for-success/,Frank Avella,4.0,1,2.0,37,Beginner,29.99,11.99,0
